collect_timestamp,usage_max,usage_mean,usage_min
1636745400,0.955646603079447,0.288910881870788,0.0025763933617945875
1636749480,0.933211996899341,0.24856600355992117,0.002984374999262703
1636749600,0.931530878026316,0.25686661343507494,0.00261980985979179
1636758030,0.9110035111008934,0.2629725434302927,0.0025659766770417106
1636758060,0.9110035111008934,0.2731758040466401,0.002937499999999697
1636759980,0.9132539878331026,0.2938657151899727,0.0024183985791680148
1636760400,0.9161494394012254,0.3110314881741519,0.0024912805181861596
1636765740,0.9149118217831613,0.33733469982392017,0.002696232046099756
1636766880,0.9270692018150344,0.34615385791510594,0.0026249954427159526
1636769430,0.9256755928523535,0.3507396265187397,0.0029339259053501924
1636769760,0.9778639017355484,0.358152408857465,0.0036092434129976333
1636773120,0.9330513304168288,0.34088199223301446,0.002802073603911214
1636773360,0.882148934240256,0.33360786443290014,0.0033836688067065356
1636775310,0.9258096028445717,0.3294950830566198,0.002565967767416138
1636776030,0.9769959837298503,0.32901969667604025,0.0027812017152497857
1636776630,0.9242934728439982,0.33003220848016107,0.0026666620370452794
1636777890,0.9311554410996807,0.3452467357507687,0.0027621527777780142
1636781610,0.9315527886499766,0.2951585551362932,0.0023159320150699897
1636781700,0.9345853362487682,0.29977024913310735,0.002901031593640373
1636782150,0.934164009593754,0.31739065409061507,0.002958333333334442
1636785000,0.9346878999497555,0.3073474721195223,0.002704818848317465
1636787460,0.9339692021135828,0.3142772260876967,0.0033037563518787637
1636791570,0.9778547733602079,0.27136220660025556,0.0029322967574584853
1636793190,0.9335031058095421,0.2811118086210297,0.003256927481284372
1636794300,0.9324622373474164,0.27079755503362357,0.0031171387954124575
1636798170,0.933740480069306,0.25427722494858657,0.0027864147956027296
1636801110,0.8962421205075487,0.2998388727154453,0.003003482650980436
1636801980,0.8583111422790374,0.2795375339192503,0.002666657407440327
1636803480,0.9120343287486581,0.29147411246768945,0.003013883656451229
1636805250,0.8283624401894143,0.2730176194309439,0.0024409679844323256
1636807800,0.934088340312818,0.25954539188117703,0.0031223389153242805
1636810050,0.9131654867760793,0.2647021950214315,0.0026041666666666665
1636818990,0.939347882544855,0.22515030992418658,0.003408854166658178
1636821600,0.9366081316028168,0.26928537660145185,0.0030277777777781823
1636821990,0.928692355063857,0.26012246092539537,0.0031909722222230306
1636822860,0.9334859538190156,0.29280695444106647,0.0031423120124857446
1636825260,0.9467496736175877,0.2951466929759059,0.003465277777776363
1636828650,0.9553525942849864,0.2866711931123224,0.002678861301653527
1636829970,0.9056197212347475,0.274223606487762,0.002677139107321987
1636830810,0.9202134728556277,0.27297880010422026,0.002553815010740254
1636831440,0.8863479358744024,0.2521401295971381,0.0027777391980644962
1636834680,0.9247928494199532,0.23664804046740553,0.0029400965095747206
1636840470,0.9379115118559085,0.24987840228771951,0.0027100271002676686
1636842180,0.8893561959907007,0.27041865786470265,0.0032066528932779025
1636847100,0.9158217331557306,0.31672999096178733,0.0023680555555554545
1636847880,0.9271313278372664,0.3193873387167701,0.0028315578950297102
1636848120,0.91482186669492,0.320876812265161,0.0023282826436552256
1636848540,0.9240643787577565,0.3252918070951921,0.002633675983200365
1636848780,0.9198800905572018,0.329817365219321,0.002718759440139098
1636852680,0.9003092694784264,0.3242508414579175,0.002671875000000697
1636855110,0.9332714359714342,0.3467011836107833,0.002512152777782131
1636856010,0.9221154065349995,0.3491639370662368,0.0026093704698411505
1636856100,0.9134352525173901,0.3445919620515758,0.002442708333334546
1636857960,0.9336496694846548,0.3357175559019608,0.0032204357918024524
1636858980,0.9342290758794194,0.339851214057361,0.002749995225701344
1636859280,0.9776595830026723,0.3257964316022856,0.0031302137677309
1636859970,0.9317158099563168,0.34056345824452183,0.002765677816764152
1636860720,0.9014641326617985,0.3458030789243061,0.0029097777908941016
1636860810,0.897330091548917,0.34366722096749525,0.0024044679702309945
1636860990,0.9399737890669568,0.34984132970180265,0.003168342268824116
1636863030,0.9277915264071428,0.3377660116192248,0.002493016602172924
1636864050,0.9385496249928013,0.3380367167748811,0.002340277777775557
1636864620,0.9318499910846446,0.3296368724314503,0.0028159722222249506
1636865940,0.9535862989185621,0.33673725843693947,0.0030381891698115695
1636866240,0.9416374301752998,0.33699724477085335,0.003067692355768042
1636871610,0.8845136415990263,0.28494195516145676,0.0028315972222243443
1636873950,0.8831655514224074,0.29626536620649496,0.0027760898626703286
1636874100,0.9343272079192395,0.3157210128807538,0.002470438932589377
1636878240,0.9330527386760875,0.2893199478347223,0.0028438043087633553
1636880400,0.8774494002306431,0.2624176288587732,0.002928768597765202
1636880880,0.9348773592629464,0.2756779174575111,0.0030729246692610536
1636881840,0.913697753346649,0.2928972973485592,0.0028141921393582984
1636881960,0.9443734383274125,0.2811772387027188,0.0037066615739827055
1636888770,0.8734149319072458,0.24776999138730246,0.003041671947348704
1636888920,0.8963240223102035,0.24811158207648176,0.0028159722222180768
1636889820,0.9334947411338693,0.25363386197482113,0.0026458379268010923
1636893180,0.9346502728992768,0.2859632335327485,0.002671875000001627
1636895400,0.9350096811173171,0.26103382355769206,0.0026875046658092956
1636896030,0.8836932013838054,0.23943346217987252,0.0031545084123105836
1636896120,0.8441254865438969,0.2395526283927492,0.0027099612341867202
1636897290,0.9777514405205713,0.2995216570500471,0.0032551066123188356
1636898160,0.933018763417144,0.2616938925022631,0.0035885416671999136
1636899150,0.9780508219115615,0.2572433360115296,0.0023558618773975625
1636900770,0.9097162389638277,0.29811201784334107,0.0024149766749021343
1636909650,0.9532456834991478,0.3018625295358961,0.0028298119824306336
1636911600,0.9485603796940453,0.27802580918373465,0.00283333333333202
1636915980,0.9629120256416186,0.29251437025904053,0.0028298611111097862
1636916790,0.9681997083642433,0.29751309089333217,0.0031267469678727907
1636917150,0.970109017640233,0.30627582763960515,0.002694449122309762
1636919280,0.9358720812655685,0.26526510841894746,0.002751731333801775
1636922520,0.9344648339319034,0.23388789958362527,0.0028645286287919914
1636924620,0.9510491827261884,0.2555441382818187,0.0027587284501473168
1636928970,0.9441591437347305,0.3006777324224728,0.002721361254314277
1636930410,0.9335525344038131,0.30749228457750816,0.002802076035724011
1636930440,0.9628073616158745,0.3050939056422835,0.002803775635449202
1636932390,0.931973138505654,0.31156237313606455,0.0031824076919886057
1636934160,0.9634553579426017,0.3274875404099291,0.0031562061638081003
1636937520,0.9367110526675535,0.3376737680217558,0.0032725126299892266
1636938990,0.9343209488047161,0.34833715543921434,0.0033941031147569065
1636939110,0.9369988011399295,0.35578307608408827,0.002645833333335139
1636939560,0.9700882924347308,0.35183193331153495,0.0027795138888879797
1636945440,0.9402213712612951,0.35988821208413224,0.0023385091873733255
1636950810,0.9602199187492049,0.3566332657468252,0.0023125000000012125
1636952070,0.889241536138523,0.3422191630525727,0.0028976197503415156
1636952550,0.9339321065667363,0.3447374632058868,0.002955775350213911
1636952640,0.9287600215065862,0.33921321750649047,0.002348954255286881
1636956210,0.9356224000052619,0.35439394846780803,0.003000005208341087
1636960170,0.9768553172214313,0.333340837554335,0.003287068474180783
1636962270,0.9645973321033577,0.30601221376703186,0.0029634953637643867
1636965390,0.9773372831360005,0.33360663436528726,0.002855635662507366
1636966620,0.959862597382934,0.3195283044172908,0.0028619642611602933
1636968930,0.9346305550793607,0.32709981570207497,0.003096354166821887
1636970250,0.9501781040524091,0.33438072566357274,0.0032234043108375896
1636972110,0.9363973534884306,0.3444818253110369,0.0032710655167750235
